LAMMPS data file

         200  atoms
         199  bonds
          23   atom types
           1   bond types

-2500.000000 2500.000000 xlo xhi
-2500.000000 2500.000000 ylo yhi
-2500.000000 2500.000000 zlo zhi

 Masses

    1	71.08
    2	103.10
    3	115.10
    4	129.10
    5	147.20
    6	57.05
    7	137.10
    8	113.20
    9	128.20
    10	113.20
    11	131.20
    12	114.10
    13	97.12
    14	128.10
    15	156.20
    16	87.08
    17	101.10
    18	99.07
    19	186.20
    20	163.20
    21  165.03
    22  179.05
    23  241.15

 Atoms

	   1	1	1	0.0	0.0	0.0	0.0
	   2	1	2	0.0	0.0	0.0	3.81
	   3	1	3	-1.0	0.0	0.0	7.62
	   4	1	4	-1.0	0.0	0.0	11.43
	   5	1	5	0.0	0.0	0.0	15.24
	   6	1	6	0.0	0.0	0.0	19.05
	   7	1	7	0.5	0.0	0.0	22.86
	   8	1	8	0.0	0.0	0.0	26.67
	   9	1	9	1.0	0.0	0.0	30.48
	  10	1	10	0.0	0.0	0.0	34.29
	  11	1	11	0.0	0.0	0.0	38.1
	  12	1	12	0.0	0.0	0.0	41.91
	  13	1	13	0.0	0.0	0.0	45.72
	  14	1	14	0.0	0.0	0.0	49.53
	  15	1	15	1.0	0.0	0.0	53.34
	  16	1	16	0.0	0.0	0.0	57.15
	  17	1	17	0.0	0.0	0.0	60.96
	  18	1	18	0.0	0.0	0.0	64.77
	  19	1	19	0.0	0.0	0.0	68.58
	  20	1	20	0.0	0.0	0.0	72.39
	  21	1	21	-2.0	0.0	0.0	76.2
	  22	1	22	-2.0	0.0	0.0	80.01
	  23	1	23	-2.0	0.0	0.0	83.82
	  24	1	1	0.0	0.0	0.0	87.63
	  25	1	2	0.0	0.0	0.0	91.44
	  26	1	3	-1.0	0.0	0.0	95.25
	  27	1	4	-1.0	0.0	0.0	99.06
	  28	1	5	0.0	0.0	0.0	102.87
	  29	1	6	0.0	0.0	0.0	106.68
	  30	1	7	0.5	0.0	0.0	110.49
	  31	1	8	0.0	0.0	0.0	114.3
	  32	1	9	1.0	0.0	0.0	118.11
	  33	1	10	0.0	0.0	0.0	121.92
	  34	1	11	0.0	0.0	0.0	125.73
	  35	1	12	0.0	0.0	0.0	129.54
	  36	1	13	0.0	0.0	0.0	133.35
	  37	1	14	0.0	0.0	0.0	137.16
	  38	1	15	1.0	0.0	0.0	140.97
	  39	1	16	0.0	0.0	0.0	144.78
	  40	1	17	0.0	0.0	0.0	148.59
	  41	1	18	0.0	0.0	0.0	152.4
	  42	1	19	0.0	0.0	0.0	156.21
	  43	1	20	0.0	0.0	0.0	160.02
	  44	1	21	-2.0	0.0	0.0	163.83
	  45	1	22	-2.0	0.0	0.0	167.64
	  46	1	23	-2.0	0.0	0.0	171.45
	  47	1	1	0.0	0.0	0.0	175.26
	  48	1	2	0.0	0.0	0.0	179.07
	  49	1	3	-1.0	0.0	0.0	182.88
	  50	1	4	-1.0	0.0	0.0	186.69
	  51	1	5	0.0	0.0	0.0	190.5
	  52	1	6	0.0	0.0	0.0	194.31
	  53	1	7	0.5	0.0	0.0	198.12
	  54	1	8	0.0	0.0	0.0	201.93
	  55	1	9	1.0	0.0	0.0	205.74
	  56	1	10	0.0	0.0	0.0	209.55
	  57	1	11	0.0	0.0	0.0	213.36
	  58	1	12	0.0	0.0	0.0	217.17
	  59	1	13	0.0	0.0	0.0	220.98
	  60	1	14	0.0	0.0	0.0	224.79
	  61	1	15	1.0	0.0	0.0	228.6
	  62	1	16	0.0	0.0	0.0	232.41
	  63	1	17	0.0	0.0	0.0	236.22
	  64	1	18	0.0	0.0	0.0	240.03
	  65	1	19	0.0	0.0	0.0	243.84
	  66	1	20	0.0	0.0	0.0	247.65
	  67	1	21	-2.0	0.0	0.0	251.46
	  68	1	22	-2.0	0.0	0.0	255.27
	  69	1	23	-2.0	0.0	0.0	259.08
	  70	1	1	0.0	0.0	0.0	262.89
	  71	1	2	0.0	0.0	0.0	266.7
	  72	1	3	-1.0	0.0	0.0	270.51
	  73	1	4	-1.0	0.0	0.0	274.32
	  74	1	5	0.0	0.0	0.0	278.13
	  75	1	6	0.0	0.0	0.0	281.94
	  76	1	7	0.5	0.0	0.0	285.75
	  77	1	8	0.0	0.0	0.0	289.56
	  78	1	9	1.0	0.0	0.0	293.37
	  79	1	10	0.0	0.0	0.0	297.18
	  80	1	11	0.0	0.0	0.0	300.99
	  81	1	12	0.0	0.0	0.0	304.8
	  82	1	13	0.0	0.0	0.0	308.61
	  83	1	14	0.0	0.0	0.0	312.42
	  84	1	15	1.0	0.0	0.0	316.23
	  85	1	16	0.0	0.0	0.0	320.04
	  86	1	17	0.0	0.0	0.0	323.85
	  87	1	18	0.0	0.0	0.0	327.66
	  88	1	19	0.0	0.0	0.0	331.47
	  89	1	20	0.0	0.0	0.0	335.28
	  90	1	21	-2.0	0.0	0.0	339.09
	  91	1	22	-2.0	0.0	0.0	342.9
	  92	1	23	-2.0	0.0	0.0	346.71
	  93	1	1	0.0	0.0	0.0	350.52
	  94	1	2	0.0	0.0	0.0	354.33
	  95	1	3	-1.0	0.0	0.0	358.14
	  96	1	4	-1.0	0.0	0.0	361.95
	  97	1	5	0.0	0.0	0.0	365.76
	  98	1	6	0.0	0.0	0.0	369.57
	  99	1	7	0.5	0.0	0.0	373.38
	 100	1	8	0.0	0.0	0.0	377.19
	 101	1	9	1.0	0.0	0.0	381.0
	 102	1	10	0.0	0.0	0.0	384.81
	 103	1	11	0.0	0.0	0.0	388.62
	 104	1	12	0.0	0.0	0.0	392.43
	 105	1	13	0.0	0.0	0.0	396.24
	 106	1	14	0.0	0.0	0.0	400.05
	 107	1	15	1.0	0.0	0.0	403.86
	 108	1	16	0.0	0.0	0.0	407.67
	 109	1	17	0.0	0.0	0.0	411.48
	 110	1	18	0.0	0.0	0.0	415.29
	 111	1	19	0.0	0.0	0.0	419.1
	 112	1	20	0.0	0.0	0.0	422.91
	 113	1	21	-2.0	0.0	0.0	426.72
	 114	1	22	-2.0	0.0	0.0	430.53
	 115	1	23	-2.0	0.0	0.0	434.34
	 116	1	1	0.0	0.0	0.0	438.15
	 117	1	2	0.0	0.0	0.0	441.96
	 118	1	3	-1.0	0.0	0.0	445.77
	 119	1	4	-1.0	0.0	0.0	449.58
	 120	1	5	0.0	0.0	0.0	453.39
	 121	1	6	0.0	0.0	0.0	457.2
	 122	1	7	0.5	0.0	0.0	461.01
	 123	1	8	0.0	0.0	0.0	464.82
	 124	1	9	1.0	0.0	0.0	468.63
	 125	1	10	0.0	0.0	0.0	472.44
	 126	1	11	0.0	0.0	0.0	476.25
	 127	1	12	0.0	0.0	0.0	480.06
	 128	1	13	0.0	0.0	0.0	483.87
	 129	1	14	0.0	0.0	0.0	487.68
	 130	1	15	1.0	0.0	0.0	491.49
	 131	1	16	0.0	0.0	0.0	495.3
	 132	1	17	0.0	0.0	0.0	499.11
	 133	1	18	0.0	0.0	0.0	502.92
	 134	1	19	0.0	0.0	0.0	506.73
	 135	1	20	0.0	0.0	0.0	510.54
	 136	1	21	-2.0	0.0	0.0	514.35
	 137	1	22	-2.0	0.0	0.0	518.16
	 138	1	23	-2.0	0.0	0.0	521.97
	 139	1	1	0.0	0.0	0.0	525.78
	 140	1	2	0.0	0.0	0.0	529.59
	 141	1	3	-1.0	0.0	0.0	533.4
	 142	1	4	-1.0	0.0	0.0	537.21
	 143	1	5	0.0	0.0	0.0	541.02
	 144	1	6	0.0	0.0	0.0	544.83
	 145	1	7	0.5	0.0	0.0	548.64
	 146	1	8	0.0	0.0	0.0	552.45
	 147	1	9	1.0	0.0	0.0	556.26
	 148	1	10	0.0	0.0	0.0	560.07
	 149	1	11	0.0	0.0	0.0	563.88
	 150	1	12	0.0	0.0	0.0	567.69
	 151	1	13	0.0	0.0	0.0	571.5
	 152	1	14	0.0	0.0	0.0	575.31
	 153	1	15	1.0	0.0	0.0	579.12
